Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,80194,6.577904939651489,,77
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,81194,6.656781911849976,,78
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,82194,6.735576868057251,,79
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,83194,6.814909934997559,,80
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,84194,6.893970966339111,,81
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,85194,6.9731879234313965,,82
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,86194,7.084869861602783,,83
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,87194,7.166675090789795,,84
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,88194,7.247871160507202,,85
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,89194,7.32941198348999,,86
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,90194,7.409643173217773,,87
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,91194,7.490291118621826,,88
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,92194,7.570982933044434,,89
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,93194,7.652204990386963,,90
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,94194,7.732854843139648,,91
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,95194,7.811954021453857,,92
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,96194,7.892078876495361,,93
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,97194,7.97161602973938,,94
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,98194,8.05174207687378,,95
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,99194,8.13081407546997,,96
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,100194,8.211123943328857,,97
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,101194,8.291211128234863,,98
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.0,102194,8.380167007446289,,99
